epoch,beta,total_loss,recon_loss,kl_loss
1,2.0,176.80882146809896,158.6217973470052,9.093512212689717
2,2.0,140.44440662434897,112.46984182942708,13.987282387288412
3,2.0,134.43005424804687,103.83201969401041,15.299017266845704
4,2.0,131.56980721028646,99.88464845377604,15.842579410807291
5,2.0,129.94203001302083,97.66628733723958,16.137871266682943
