epoch,beta,total_loss,recon_loss,kl_loss
1,1.0,163.41689417317707,147.86295694986978,15.553937436167399
2,1.0,120.77624661458333,98.5114734375,22.264773177083335
3,1.0,114.08687086588542,90.1885549641927,23.898315865071616
4,1.0,111.15415968424479,86.66165637207031,24.492503271484374
5,1.0,109.48776432291666,84.71369692382812,24.774067439778644
