epoch,beta,total_loss,recon_loss,kl_loss
1,0.5,153.0365215332031,140.9653582356771,24.14232614809672
2,0.5,106.688821875,90.78409391276041,31.809455383300783
3,0.5,99.80451595052084,83.4091000406901,32.79083199869792
4,0.5,96.81298128255209,80.23228688151042,33.16138866780599
5,0.5,95.05428149414062,78.3686464436849,33.37127010498047
